order_id,shipping_mode,days_for_shipping,days_for_shipment_scheduled,late_delivery,delivery_status
50587,Standard Class,3,4,0,Advance shipping
13972,Standard Class,3,4,0,Advance shipping
13752,Standard Class,3,4,0,Advance shipping
5866,Standard Class,2,4,0,Advance shipping
53347,Standard Class,3,4,0,Advance shipping
4297,Standard Class,3,4,0,Advance shipping
57811,Standard Class,2,4,0,Advance shipping
2162,Standard Class,3,4,0,Advance shipping
47346,Standard Class,2,4,0,Advance shipping
27537,Standard Class,3,4,0,Advance shipping
23646,Standard Class,2,4,0,Advance shipping
29596,Standard Class,2,4,0,Advance shipping
24417,Standard Class,3,4,0,Advance shipping
21017,Standard Class,3,4,0,Advance shipping
21446,Standard Class,2,4,0,Advance shipping
23652,Standard Class,3,4,0,Advance shipping
42032,Standard Class,3,4,0,Advance shipping
34032,Standard Class,3,4,0,Advance shipping
48787,Standard Class,3,4,0,Advance shipping
68676,Standard Class,2,4,0,Advance shipping
13937,Standard Class,3,4,0,Advance shipping
67422,Standard Class,3,4,0,Advance shipping
11241,Standard Class,2,4,0,Advance shipping
6421,Standard Class,2,4,0,Advance shipping
3492,Standard Class,3,4,0,Advance shipping
54867,Standard Class,3,4,0,Advance shipping
1351,Standard Class,2,4,0,Advance shipping
5241,Standard Class,2,4,0,Advance shipping
5406,Standard Class,2,4,0,Advance shipping
6532,Standard Class,3,4,0,Advance shipping
42217,Standard Class,3,4,0,Advance shipping
24352,Standard Class,3,4,0,Advance shipping
26682,Standard Class,3,4,0,Advance shipping
30536,Standard Class,2,4,0,Advance shipping
40136,Standard Class,2,4,0,Advance shipping
46322,Standard Class,3,4,0,Advance shipping
62656,Standard Class,2,4,0,Advance shipping
14316,Standard Class,2,4,0,Advance shipping
67706,Standard Class,2,4,0,Advance shipping
50822,Standard Class,3,4,0,Advance shipping
19441,Standard Class,2,4,0,Advance shipping
15026,Standard Class,2,4,0,Advance shipping
18831,Standard Class,2,4,0,Advance shipping
8047,Standard Class,3,4,0,Advance shipping
772,Standard Class,3,4,0,Advance shipping
21862,Standard Class,3,4,0,Advance shipping
20771,Standard Class,2,4,0,Advance shipping
29877,Standard Class,3,4,0,Advance shipping
29987,Standard Class,3,4,0,Advance shipping
40981,Standard Class,2,4,0,Advance shipping
43171,Standard Class,2,4,0,Advance shipping
48251,Standard Class,2,4,0,Advance shipping
44302,Standard Class,3,4,0,Advance shipping
44956,Standard Class,2,4,0,Advance shipping
16751,Standard Class,2,4,0,Advance shipping
61617,Standard Class,3,4,0,Advance shipping
14816,Standard Class,2,4,0,Advance shipping
58597,Standard Class,3,4,0,Advance shipping
56886,Standard Class,2,4,0,Advance shipping
26332,Standard Class,3,4,0,Advance shipping
43897,Standard Class,3,4,0,Advance shipping
30786,Standard Class,2,4,0,Advance shipping
29251,Standard Class,2,4,0,Advance shipping
50022,Standard Class,3,4,0,Advance shipping
48536,Standard Class,2,4,0,Advance shipping
45246,Standard Class,2,4,0,Advance shipping
34031,Standard Class,2,4,0,Advance shipping
35442,Standard Class,3,4,0,Advance shipping
36572,Standard Class,3,4,0,Advance shipping
45637,Standard Class,3,4,0,Advance shipping
45212,Standard Class,3,4,0,Advance shipping
67352,Standard Class,3,4,0,Advance shipping
64271,Standard Class,2,4,0,Advance shipping
65587,Standard Class,3,4,0,Advance shipping
56352,Standard Class,3,4,0,Advance shipping
4731,Standard Class,2,4,0,Advance shipping
23306,Standard Class,2,4,0,Advance shipping
28822,Standard Class,3,4,0,Advance shipping
22322,Standard Class,3,4,0,Advance shipping
20336,Standard Class,2,4,0,Advance shipping
22277,Standard Class,3,4,0,Advance shipping
39617,Standard Class,3,4,0,Advance shipping
34571,Standard Class,2,4,0,Advance shipping
40996,Standard Class,2,4,0,Advance shipping
36707,Standard Class,3,4,0,Advance shipping
31637,Standard Class,3,4,0,Advance shipping
38537,Standard Class,3,4,0,Advance shipping
16981,Standard Class,2,4,0,Advance shipping
64802,Standard Class,3,4,0,Advance shipping
15397,Standard Class,3,4,0,Advance shipping
46226,Standard Class,2,4,0,Advance shipping
68092,Standard Class,3,4,0,Advance shipping
66897,Standard Class,3,4,0,Advance shipping
11616,Standard Class,2,4,0,Advance shipping
8821,Standard Class,2,4,0,Advance shipping
2756,Standard Class,2,4,0,Advance shipping
59156,Standard Class,2,4,0,Advance shipping
59687,Standard Class,3,4,0,Advance shipping
52992,Standard Class,3,4,0,Advance shipping
29436,Standard Class,2,4,0,Advance shipping
28622,Standard Class,3,4,0,Advance shipping
31667,Standard Class,3,4,0,Advance shipping
34507,Standard Class,3,4,0,Advance shipping
39142,Standard Class,3,4,0,Advance shipping
40636,Standard Class,2,4,0,Advance shipping
47931,Standard Class,2,4,0,Advance shipping
15096,Standard Class,2,4,0,Advance shipping
13532,Standard Class,3,4,0,Advance shipping
62332,Standard Class,3,4,0,Advance shipping
65211,Standard Class,2,4,0,Advance shipping
68236,Standard Class,2,4,0,Advance shipping
52336,Standard Class,2,4,0,Advance shipping
55706,Standard Class,2,4,0,Advance shipping
51386,Standard Class,2,4,0,Advance shipping
7931,Standard Class,2,4,0,Advance shipping
4746,Standard Class,2,4,0,Advance shipping
54061,Standard Class,2,4,0,Advance shipping
44792,Standard Class,3,4,0,Advance shipping
25256,Standard Class,2,4,0,Advance shipping
20396,Standard Class,2,4,0,Advance shipping
46351,Standard Class,2,4,0,Advance shipping
36051,Standard Class,2,4,0,Advance shipping
39277,Standard Class,3,4,0,Advance shipping
37096,Standard Class,2,4,0,Advance shipping
45587,Standard Class,3,4,0,Advance shipping
62826,Standard Class,2,4,0,Advance shipping
17057,Standard Class,3,4,0,Advance shipping
5627,Standard Class,3,4,0,Advance shipping
54541,Standard Class,2,4,0,Advance shipping
3392,Standard Class,3,4,0,Advance shipping
5926,Standard Class,2,4,0,Advance shipping
3147,Standard Class,3,4,0,Advance shipping
27662,Standard Class,3,4,0,Advance shipping
20531,Standard Class,2,4,0,Advance shipping
40477,Standard Class,3,4,0,Advance shipping
31831,Standard Class,2,4,0,Advance shipping
32357,Standard Class,3,4,0,Advance shipping
36097,Standard Class,3,4,0,Advance shipping
46632,Standard Class,3,4,0,Advance shipping
41417,Standard Class,3,4,0,Advance shipping
67222,Standard Class,3,4,0,Advance shipping
56396,Standard Class,2,4,0,Advance shipping
3136,Standard Class,2,4,0,Advance shipping
1566,Standard Class,2,4,0,Advance shipping
10157,Standard Class,3,4,0,Advance shipping
52416,Standard Class,2,4,0,Advance shipping
28681,Standard Class,2,4,0,Advance shipping
42116,Standard Class,2,4,0,Advance shipping
49166,Standard Class,2,4,0,Advance shipping
28137,Standard Class,3,4,0,Advance shipping
40842,Standard Class,3,4,0,Advance shipping
35087,Standard Class,3,4,0,Advance shipping
47162,Standard Class,3,4,0,Advance shipping
28782,Standard Class,3,4,0,Advance shipping
23286,Standard Class,2,4,0,Advance shipping
20726,Standard Class,2,4,0,Advance shipping
30386,Standard Class,2,4,0,Advance shipping
47887,Standard Class,3,4,0,Advance shipping
43072,Standard Class,3,4,0,Advance shipping
35917,Standard Class,3,4,0,Advance shipping
40957,Standard Class,3,4,0,Advance shipping
36651,Standard Class,2,4,0,Advance shipping
40431,Standard Class,2,4,0,Advance shipping
40807,Standard Class,3,4,0,Advance shipping
32332,Standard Class,3,4,0,Advance shipping
37256,Standard Class,2,4,0,Advance shipping
34261,Standard Class,2,4,0,Advance shipping
38632,Standard Class,3,4,0,Advance shipping
44247,Standard Class,3,4,0,Advance shipping
42361,Standard Class,2,4,0,Advance shipping
49171,Standard Class,2,4,0,Advance shipping
44496,Standard Class,2,4,0,Advance shipping
46596,Standard Class,2,4,0,Advance shipping
33842,Standard Class,3,4,0,Advance shipping
36901,Standard Class,2,4,0,Advance shipping
40626,Standard Class,2,4,0,Advance shipping
34661,Standard Class,2,4,0,Advance shipping
12617,Standard Class,3,4,0,Advance shipping
19257,Standard Class,3,4,0,Advance shipping
66276,Standard Class,2,4,0,Advance shipping
66617,Standard Class,3,4,0,Advance shipping
48591,Standard Class,2,4,0,Advance shipping
66776,Standard Class,2,4,0,Advance shipping
12721,Standard Class,2,4,0,Advance shipping
13191,Standard Class,2,4,0,Advance shipping
14846,Standard Class,2,4,0,Advance shipping
53787,Standard Class,3,4,0,Advance shipping
53532,Standard Class,3,4,0,Advance shipping
58682,Standard Class,3,4,0,Advance shipping
59542,Standard Class,3,4,0,Advance shipping
41686,Standard Class,2,4,0,Advance shipping
41896,Standard Class,2,4,0,Advance shipping
24992,Standard Class,3,4,0,Advance shipping
30851,Standard Class,2,4,0,Advance shipping
28036,Standard Class,2,4,0,Advance shipping
30966,Standard Class,2,4,0,Advance shipping
23767,Standard Class,3,4,0,Advance shipping
26821,Standard Class,2,4,0,Advance shipping
49916,Standard Class,2,4,0,Advance shipping
21971,Standard Class,2,4,0,Advance shipping
42271,Standard Class,2,4,0,Advance shipping
26861,Standard Class,2,4,0,Advance shipping
22792,Standard Class,3,4,0,Advance shipping
30997,Standard Class,3,4,0,Advance shipping
30712,Standard Class,3,4,0,Advance shipping
27207,Standard Class,3,4,0,Advance shipping
21407,Standard Class,3,4,0,Advance shipping
23807,Standard Class,3,4,0,Advance shipping
23267,Standard Class,3,4,0,Advance shipping
24552,Standard Class,3,4,0,Advance shipping
43257,Standard Class,3,4,0,Advance shipping
23456,Standard Class,2,4,0,Advance shipping
44027,Standard Class,3,4,0,Advance shipping
68546,Standard Class,2,4,0,Advance shipping
65866,Standard Class,2,4,0,Advance shipping
67082,Standard Class,3,4,0,Advance shipping
16081,Standard Class,2,4,0,Advance shipping
19497,Standard Class,3,4,0,Advance shipping
41667,Standard Class,3,4,0,Advance shipping
24966,Standard Class,2,4,0,Advance shipping
24787,Standard Class,3,4,0,Advance shipping
46906,Standard Class,2,4,0,Advance shipping
29587,Standard Class,3,4,0,Advance shipping
25151,Standard Class,2,4,0,Advance shipping
29312,Standard Class,3,4,0,Advance shipping
30511,Standard Class,2,4,0,Advance shipping
28162,Standard Class,3,4,0,Advance shipping
66951,Standard Class,2,4,0,Advance shipping
696,Standard Class,2,4,0,Advance shipping
58172,Standard Class,3,4,0,Advance shipping
5516,Standard Class,2,4,0,Advance shipping
56266,Standard Class,2,4,0,Advance shipping
59317,Standard Class,3,4,0,Advance shipping
4732,Standard Class,3,4,0,Advance shipping
61382,Standard Class,3,4,0,Advance shipping
9182,Standard Class,3,4,0,Advance shipping
2612,Standard Class,3,4,0,Advance shipping
9661,Standard Class,2,4,0,Advance shipping
3562,Standard Class,3,4,0,Advance shipping
45762,Standard Class,3,4,0,Advance shipping
24596,Standard Class,2,4,0,Advance shipping
27947,Standard Class,3,4,0,Advance shipping
20887,Standard Class,3,4,0,Advance shipping
28962,Standard Class,3,4,0,Advance shipping
29302,Standard Class,3,4,0,Advance shipping
21151,Standard Class,2,4,0,Advance shipping
29897,Standard Class,3,4,0,Advance shipping
30002,Standard Class,3,4,0,Advance shipping
24502,Standard Class,3,4,0,Advance shipping
23191,Standard Class,2,4,0,Advance shipping
30866,Standard Class,2,4,0,Advance shipping
38047,Standard Class,3,4,0,Advance shipping
37046,Standard Class,2,4,0,Advance shipping
49667,Standard Class,3,4,0,Advance shipping
31606,Standard Class,2,4,0,Advance shipping
43956,Standard Class,2,4,0,Advance shipping
44472,Standard Class,3,4,0,Advance shipping
41916,Standard Class,2,4,0,Advance shipping
12691,Standard Class,2,4,0,Advance shipping
20111,Standard Class,2,4,0,Advance shipping
11326,Standard Class,2,4,0,Advance shipping
61976,Standard Class,2,4,0,Advance shipping
17387,Standard Class,3,4,0,Advance shipping
19307,Standard Class,3,4,0,Advance shipping
15427,Standard Class,3,4,0,Advance shipping
14906,Standard Class,2,4,0,Advance shipping
17136,Standard Class,2,4,0,Advance shipping
1147,Standard Class,3,4,0,Advance shipping
9751,Standard Class,2,4,0,Advance shipping
2762,Standard Class,3,4,0,Advance shipping
8566,Standard Class,2,4,0,Advance shipping
56382,Standard Class,3,4,0,Advance shipping
2506,Standard Class,2,4,0,Advance shipping
56441,Standard Class,2,4,0,Advance shipping
8976,Standard Class,2,4,0,Advance shipping
6162,Standard Class,3,4,0,Advance shipping
7016,Standard Class,2,4,0,Advance shipping
6921,Standard Class,2,4,0,Advance shipping
53427,Standard Class,3,4,0,Advance shipping
8591,Standard Class,2,4,0,Advance shipping
59946,Standard Class,2,4,0,Advance shipping
59027,Standard Class,3,4,0,Advance shipping
25991,Standard Class,2,4,0,Advance shipping
24536,Standard Class,2,4,0,Advance shipping
22116,Standard Class,2,4,0,Advance shipping
43356,Standard Class,2,4,0,Advance shipping
22511,Standard Class,2,4,0,Advance shipping
22091,Standard Class,2,4,0,Advance shipping
46482,Standard Class,3,4,0,Advance shipping
31106,Standard Class,2,4,0,Advance shipping
29457,Standard Class,3,4,0,Advance shipping
33262,Standard Class,3,4,0,Advance shipping
31352,Standard Class,3,4,0,Advance shipping
32281,Standard Class,2,4,0,Advance shipping
36917,Standard Class,3,4,0,Advance shipping
33851,Standard Class,2,4,0,Advance shipping
38661,Standard Class,2,4,0,Advance shipping
40356,Standard Class,2,4,0,Advance shipping
31982,Standard Class,3,4,0,Advance shipping
37476,Standard Class,2,4,0,Advance shipping
37591,Standard Class,2,4,0,Advance shipping
31786,Standard Class,2,4,0,Advance shipping
32871,Standard Class,2,4,0,Advance shipping
34967,Standard Class,3,4,0,Advance shipping
33896,Standard Class,2,4,0,Advance shipping
39167,Standard Class,3,4,0,Advance shipping
36786,Standard Class,2,4,0,Advance shipping
40496,Standard Class,2,4,0,Advance shipping
31996,Standard Class,2,4,0,Advance shipping
38627,Standard Class,3,4,0,Advance shipping
40027,Standard Class,3,4,0,Advance shipping
32202,Standard Class,3,4,0,Advance shipping
49687,Standard Class,3,4,0,Advance shipping
44211,Standard Class,2,4,0,Advance shipping
51257,Standard Class,3,4,0,Advance shipping
10962,Standard Class,3,4,0,Advance shipping
19032,Standard Class,3,4,0,Advance shipping
67601,Standard Class,2,4,0,Advance shipping
65741,Standard Class,2,4,0,Advance shipping
18787,Standard Class,3,4,0,Advance shipping
11611,Standard Class,2,4,0,Advance shipping
19736,Standard Class,2,4,0,Advance shipping
13071,Standard Class,2,4,0,Advance shipping
67717,Standard Class,3,4,0,Advance shipping
17206,Standard Class,2,4,0,Advance shipping
19902,Standard Class,3,4,0,Advance shipping
17906,Standard Class,2,4,0,Advance shipping
13081,Standard Class,2,4,0,Advance shipping
47077,Standard Class,3,4,0,Advance shipping
44536,Standard Class,2,4,0,Advance shipping
51057,Standard Class,3,4,0,Advance shipping
43177,Standard Class,3,4,0,Advance shipping
45057,Standard Class,3,4,0,Advance shipping
43757,Standard Class,3,4,0,Advance shipping
48241,Standard Class,2,4,0,Advance shipping
48647,Standard Class,3,4,0,Advance shipping
45247,Standard Class,3,4,0,Advance shipping
49612,Standard Class,3,4,0,Advance shipping
50472,Standard Class,3,4,0,Advance shipping
64076,Standard Class,2,4,0,Advance shipping
12051,Standard Class,2,4,0,Advance shipping
62392,Standard Class,3,4,0,Advance shipping
65751,Standard Class,2,4,0,Advance shipping
13812,Standard Class,3,4,0,Advance shipping
18672,Standard Class,3,4,0,Advance shipping
10911,Standard Class,2,4,0,Advance shipping
46152,Standard Class,3,4,0,Advance shipping
61602,Standard Class,3,4,0,Advance shipping
19707,Standard Class,3,4,0,Advance shipping
19272,Standard Class,3,4,0,Advance shipping
13462,Standard Class,3,4,0,Advance shipping
64646,Standard Class,2,4,0,Advance shipping
12842,Standard Class,3,4,0,Advance shipping
62576,Standard Class,2,4,0,Advance shipping
14741,Standard Class,2,4,0,Advance shipping
15791,Standard Class,2,4,0,Advance shipping
18997,Standard Class,3,4,0,Advance shipping
62456,Standard Class,2,4,0,Advance shipping
67471,Standard Class,2,4,0,Advance shipping
63806,Standard Class,2,4,0,Advance shipping
14492,Standard Class,3,4,0,Advance shipping
68012,Standard Class,3,4,0,Advance shipping
61766,Standard Class,2,4,0,Advance shipping
10436,Standard Class,2,4,0,Advance shipping
12817,Standard Class,3,4,0,Advance shipping
16192,Standard Class,3,4,0,Advance shipping
66746,Standard Class,2,4,0,Advance shipping
66612,Standard Class,3,4,0,Advance shipping
62521,Standard Class,2,4,0,Advance shipping
62341,Standard Class,2,4,0,Advance shipping
16806,Standard Class,2,4,0,Advance shipping
63517,Standard Class,3,4,0,Advance shipping
65121,Standard Class,2,4,0,Advance shipping
67236,Standard Class,2,4,0,Advance shipping
44461,Standard Class,2,4,0,Advance shipping
18022,Standard Class,3,4,0,Advance shipping
11876,Standard Class,2,4,0,Advance shipping
15012,Standard Class,3,4,0,Advance shipping
68677,Standard Class,3,4,0,Advance shipping
67341,Standard Class,2,4,0,Advance shipping
15816,Standard Class,2,4,0,Advance shipping
11137,Standard Class,3,4,0,Advance shipping
66386,Standard Class,2,4,0,Advance shipping
65977,Standard Class,3,4,0,Advance shipping
19041,Standard Class,2,4,0,Advance shipping
17321,Standard Class,2,4,0,Advance shipping
61796,Standard Class,2,4,0,Advance shipping
11242,Standard Class,3,4,0,Advance shipping
14457,Standard Class,3,4,0,Advance shipping
67466,Standard Class,2,4,0,Advance shipping
15377,Standard Class,3,4,0,Advance shipping
13831,Standard Class,2,4,0,Advance shipping
63791,Standard Class,2,4,0,Advance shipping
50976,Standard Class,2,4,0,Advance shipping
44212,Standard Class,3,4,0,Advance shipping
45136,Standard Class,2,4,0,Advance shipping
43217,Standard Class,3,4,0,Advance shipping
44577,Standard Class,3,4,0,Advance shipping
50116,Standard Class,2,4,0,Advance shipping
43287,Standard Class,3,4,0,Advance shipping
18467,Standard Class,3,4,0,Advance shipping
64707,Standard Class,3,4,0,Advance shipping
46242,Standard Class,3,4,0,Advance shipping
50167,Standard Class,3,4,0,Advance shipping
57286,Standard Class,2,4,0,Advance shipping
372,Standard Class,3,4,0,Advance shipping
51721,Standard Class,2,4,0,Advance shipping
3262,Standard Class,3,4,0,Advance shipping
58552,Standard Class,3,4,0,Advance shipping
58276,Standard Class,2,4,0,Advance shipping
5522,Standard Class,3,4,0,Advance shipping
3316,Standard Class,2,4,0,Advance shipping
3952,Standard Class,3,4,0,Advance shipping
231,Standard Class,2,4,0,Advance shipping
1312,Standard Class,3,4,0,Advance shipping
59167,Standard Class,3,4,0,Advance shipping
6171,Standard Class,2,4,0,Advance shipping
4062,Standard Class,3,4,0,Advance shipping
3816,Standard Class,2,4,0,Advance shipping
59691,Standard Class,2,4,0,Advance shipping
54691,Standard Class,2,4,0,Advance shipping
59211,Standard Class,2,4,0,Advance shipping
1466,Standard Class,2,4,0,Advance shipping
58536,Standard Class,2,4,0,Advance shipping
9721,Standard Class,2,4,0,Advance shipping
8411,Standard Class,2,4,0,Advance shipping
5367,Standard Class,3,4,0,Advance shipping
53577,Standard Class,3,4,0,Advance shipping
4462,Standard Class,3,4,0,Advance shipping
56377,Standard Class,3,4,0,Advance shipping
54222,Standard Class,3,4,0,Advance shipping
516,Standard Class,2,4,0,Advance shipping
60302,Standard Class,3,4,0,Advance shipping
6466,Standard Class,2,4,0,Advance shipping
872,Standard Class,3,4,0,Advance shipping
55421,Standard Class,2,4,0,Advance shipping
4671,Standard Class,2,4,0,Advance shipping
4037,Standard Class,3,4,0,Advance shipping
2491,Standard Class,2,4,0,Advance shipping
611,Standard Class,2,4,0,Advance shipping
59717,Standard Class,3,4,0,Advance shipping
55592,Standard Class,3,4,0,Advance shipping
52022,Standard Class,3,4,0,Advance shipping
6057,Standard Class,3,4,0,Advance shipping
2057,Standard Class,3,4,0,Advance shipping
2202,Standard Class,3,4,0,Advance shipping
46886,Standard Class,2,4,0,Advance shipping
22987,Standard Class,3,4,0,Advance shipping
27926,Standard Class,2,4,0,Advance shipping
25691,Standard Class,2,4,0,Advance shipping
20697,Standard Class,3,4,0,Advance shipping
29726,Standard Class,2,4,0,Advance shipping
49122,Standard Class,3,4,0,Advance shipping
21282,Standard Class,3,4,0,Advance shipping
21087,Standard Class,3,4,0,Advance shipping
46142,Standard Class,3,4,0,Advance shipping
21972,Standard Class,3,4,0,Advance shipping
30847,Standard Class,3,4,0,Advance shipping
48712,Standard Class,3,4,0,Advance shipping
28141,Standard Class,2,4,0,Advance shipping
48956,Standard Class,2,4,0,Advance shipping
20576,Standard Class,2,4,0,Advance shipping
30322,Standard Class,3,4,0,Advance shipping
25851,Standard Class,2,4,0,Advance shipping
27082,Standard Class,3,4,0,Advance shipping
20942,Standard Class,3,4,0,Advance shipping
22892,Standard Class,3,4,0,Advance shipping
26846,Standard Class,2,4,0,Advance shipping
23447,Standard Class,3,4,0,Advance shipping
29252,Standard Class,3,4,0,Advance shipping
26256,Standard Class,2,4,0,Advance shipping
28737,Standard Class,3,4,0,Advance shipping
49167,Standard Class,3,4,0,Advance shipping
41537,Standard Class,3,4,0,Advance shipping
22507,Standard Class,3,4,0,Advance shipping
30092,Standard Class,3,4,0,Advance shipping
41082,Standard Class,3,4,0,Advance shipping
40377,Standard Class,3,4,0,Advance shipping
34317,Standard Class,3,4,0,Advance shipping
39862,Standard Class,3,4,0,Advance shipping
40047,Standard Class,3,4,0,Advance shipping
37271,Standard Class,2,4,0,Advance shipping
33791,Standard Class,2,4,0,Advance shipping
47176,Standard Class,2,4,0,Advance shipping
33937,Standard Class,3,4,0,Advance shipping
35181,Standard Class,2,4,0,Advance shipping
37657,Standard Class,3,4,0,Advance shipping
33167,Standard Class,3,4,0,Advance shipping
36157,Standard Class,3,4,0,Advance shipping
39892,Standard Class,3,4,0,Advance shipping
33541,Standard Class,2,4,0,Advance shipping
36671,Standard Class,2,4,0,Advance shipping
37747,Standard Class,3,4,0,Advance shipping
36592,Standard Class,3,4,0,Advance shipping
36366,Standard Class,2,4,0,Advance shipping
34842,Standard Class,3,4,0,Advance shipping
36172,Standard Class,3,4,0,Advance shipping
38671,Standard Class,2,4,0,Advance shipping
38161,Standard Class,2,4,0,Advance shipping
38796,Standard Class,2,4,0,Advance shipping
39722,Standard Class,3,4,0,Advance shipping
37851,Standard Class,2,4,0,Advance shipping
35157,Standard Class,3,4,0,Advance shipping
64186,Standard Class,2,4,0,Advance shipping
48801,Standard Class,2,4,0,Advance shipping
11457,Standard Class,3,4,0,Advance shipping
13421,Standard Class,2,4,0,Advance shipping
49401,Standard Class,2,4,0,Advance shipping
13672,Standard Class,3,4,0,Advance shipping
14022,Standard Class,3,4,0,Advance shipping
65746,Standard Class,2,4,0,Advance shipping
17931,Standard Class,2,4,0,Advance shipping
61731,Standard Class,2,4,0,Advance shipping
66822,Standard Class,3,4,0,Advance shipping
13131,Standard Class,2,4,0,Advance shipping
12877,Standard Class,3,4,0,Advance shipping
13306,Standard Class,2,4,0,Advance shipping
66632,Standard Class,3,4,0,Advance shipping
15611,Standard Class,2,4,0,Advance shipping
64152,Standard Class,3,4,0,Advance shipping
19797,Standard Class,3,4,0,Advance shipping
18121,Standard Class,2,4,0,Advance shipping
13541,Standard Class,2,4,0,Advance shipping
11017,Standard Class,3,4,0,Advance shipping
12386,Standard Class,2,4,0,Advance shipping
10631,Standard Class,2,4,0,Advance shipping
15472,Standard Class,3,4,0,Advance shipping
12891,Standard Class,2,4,0,Advance shipping
61951,Standard Class,2,4,0,Advance shipping
6697,Standard Class,3,4,0,Advance shipping
7041,Standard Class,2,4,0,Advance shipping
60552,Standard Class,3,4,0,Advance shipping
221,Standard Class,2,4,0,Advance shipping
3977,Standard Class,3,4,0,Advance shipping
60787,Standard Class,3,4,0,Advance shipping
5826,Standard Class,2,4,0,Advance shipping
10226,Standard Class,2,4,0,Advance shipping
30196,Standard Class,2,4,0,Advance shipping
22532,Standard Class,3,4,0,Advance shipping
25017,Standard Class,3,4,0,Advance shipping
23557,Standard Class,3,4,0,Advance shipping
46586,Standard Class,2,4,0,Advance shipping
24192,Standard Class,3,4,0,Advance shipping
30106,Standard Class,2,4,0,Advance shipping
41881,Standard Class,2,4,0,Advance shipping
20851,Standard Class,2,4,0,Advance shipping
24647,Standard Class,3,4,0,Advance shipping
26702,Standard Class,3,4,0,Advance shipping
45037,Standard Class,3,4,0,Advance shipping
33746,Standard Class,2,4,0,Advance shipping
32237,Standard Class,3,4,0,Advance shipping
31911,Standard Class,2,4,0,Advance shipping
32952,Standard Class,3,4,0,Advance shipping
32556,Standard Class,2,4,0,Advance shipping
40126,Standard Class,2,4,0,Advance shipping
35597,Standard Class,3,4,0,Advance shipping
34346,Standard Class,2,4,0,Advance shipping
36487,Standard Class,3,4,0,Advance shipping
32186,Standard Class,2,4,0,Advance shipping
40856,Standard Class,2,4,0,Advance shipping
40581,Standard Class,2,4,0,Advance shipping
34316,Standard Class,2,4,0,Advance shipping
38801,Standard Class,2,4,0,Advance shipping
35251,Standard Class,2,4,0,Advance shipping
39316,Standard Class,2,4,0,Advance shipping
38982,Standard Class,3,4,0,Advance shipping
35461,Standard Class,2,4,0,Advance shipping
57212,Standard Class,3,4,0,Advance shipping
1252,Standard Class,3,4,0,Advance shipping
59256,Standard Class,2,4,0,Advance shipping
6712,Standard Class,3,4,0,Advance shipping
4041,Standard Class,2,4,0,Advance shipping
57791,Standard Class,2,4,0,Advance shipping
10177,Standard Class,3,4,0,Advance shipping
57431,Standard Class,2,4,0,Advance shipping
55806,Standard Class,2,4,0,Advance shipping
56176,Standard Class,2,4,0,Advance shipping
4871,Standard Class,2,4,0,Advance shipping
60581,Standard Class,2,4,0,Advance shipping
61462,Standard Class,3,4,0,Advance shipping
7526,Standard Class,2,4,0,Advance shipping
1937,Standard Class,3,4,0,Advance shipping
28572,Standard Class,3,4,0,Advance shipping
27836,Standard Class,2,4,0,Advance shipping
44261,Standard Class,2,4,0,Advance shipping
29901,Standard Class,2,4,0,Advance shipping
27172,Standard Class,3,4,0,Advance shipping
34081,Standard Class,2,4,0,Advance shipping
32366,Standard Class,2,4,0,Advance shipping
35066,Standard Class,2,4,0,Advance shipping
39701,Standard Class,2,4,0,Advance shipping
63616,Standard Class,2,4,0,Advance shipping
20171,Standard Class,2,4,0,Advance shipping
64816,Standard Class,2,4,0,Advance shipping
15057,Standard Class,3,4,0,Advance shipping
14887,Standard Class,3,4,0,Advance shipping
16902,Standard Class,3,4,0,Advance shipping
65026,Standard Class,2,4,0,Advance shipping
19966,Standard Class,2,4,0,Advance shipping
68222,Standard Class,3,4,0,Advance shipping
61971,Standard Class,2,4,0,Advance shipping
19252,Standard Class,3,4,0,Advance shipping
65826,Standard Class,2,4,0,Advance shipping
14757,Standard Class,3,4,0,Advance shipping
62417,Standard Class,3,4,0,Advance shipping
68487,Standard Class,3,4,0,Advance shipping
67007,Standard Class,3,4,0,Advance shipping
10872,Standard Class,3,4,0,Advance shipping
48386,Standard Class,2,4,0,Advance shipping
15767,Standard Class,3,4,0,Advance shipping
1371,Standard Class,2,4,0,Advance shipping
9121,Standard Class,2,4,0,Advance shipping
8222,Standard Class,3,4,0,Advance shipping
59536,Standard Class,2,4,0,Advance shipping
58067,Standard Class,3,4,0,Advance shipping
60422,Standard Class,3,4,0,Advance shipping
53197,Standard Class,3,4,0,Advance shipping
2427,Standard Class,3,4,0,Advance shipping
53792,Standard Class,3,4,0,Advance shipping
57136,Standard Class,2,4,0,Advance shipping
3602,Standard Class,3,4,0,Advance shipping
3077,Standard Class,3,4,0,Advance shipping
4157,Standard Class,3,4,0,Advance shipping
52687,Standard Class,3,4,0,Advance shipping
51541,Standard Class,2,4,0,Advance shipping
1166,Standard Class,2,4,0,Advance shipping
7161,Standard Class,2,4,0,Advance shipping
1966,Standard Class,2,4,0,Advance shipping
52172,Standard Class,3,4,0,Advance shipping
8841,Standard Class,2,4,0,Advance shipping
30751,Standard Class,2,4,0,Advance shipping
28791,Standard Class,2,4,0,Advance shipping
29162,Standard Class,3,4,0,Advance shipping
29772,Standard Class,3,4,0,Advance shipping
